,address,geo_lat,geo_lon
0,"412882, Сартовская область, Лысогорский район, с. Широкий Карамыш, ул. Набережная, 27",51.3337557,45.0714707
0,"Удмуртская Республика, Кизнерский район, д.Верхняя Тыжма, 427721",56.3018981,51.7735433
0,"с. Плоская Кузьминка, Липецкого района, ул. Полевая 16",52.6112573,39.3021258
0,"с.Митягино, Лев-Толстовского района ул. Горбатовка, д 1",53.2079706,39.726488
0,"Тамбовская обл., Ржаксинский район, п. Жемчужный, ул. Зеленая, д. 21, кв. 12 тел.: 8(47555)6-68-23
optavik68@mail.ru
mustafin-albert@mail.ru",52.2428968,41.9262954
0,"с.Р.Камешкир, ул. Автодорожная, 21",52.8637747,46.0999605
0,"403001, р.п. Городище,
 ул Тимирязева, 11",48.8042147,44.4567877
0,"160508, РФ, Вологодская область, Вологодский район, п. Майский,
тел. (8 172) 52-43-72, 52-42-85    
e-mail: maiskiy@vologda.ru",59.2576738,39.744829
0,"676951, Амурская область, Тамбовский район, с. Садовое, 
пер. Озерный, 4,
тел. 8 (41638) 30-1-48",50.1579129,127.8728881
0,"140514 М.о, Луховицкий район, пос. красная Пойма, ул. Шоссейная д.1, gup_pno_poyma@mail.ru",54.9996225,39.0864521
0,"РФ, 461285, Оренбургская область, Переволоцкий район, п. Претория",52.2461037,54.3258997
0,"РФ, Белгородская область, Губкинский район, с.Скородное, ул.1 Мая, д.39",51.0684159,37.2353642
0,"610017, Кировская область,
г. Киров, проспект Октябрьский,    
д. 133, (8332) 54-86-88,
E-mail: info@vgsha.info",58.124142,51.1389712
0,"Краснодарский край, Гулькевичский район, пос.Кубань",45.3542396,40.4085458
0,"663020, Красноярский край, Емельяновский район, п. Емельяново, ул. Спортивная, д. 5, тел. 8(391)255-96-17, 
факс 8(391)253-34-41, 
E-mail: p.zarya2011@yandex.ru",56.191136,92.6741537
0,"РБ, Кугарчинский район,
д. Таваканово, ул. Березовая, д. 1
 т. 8(34789) 2-37-43
tavakan@mail.ru",52.5978512,56.3475184
0,"633552, НСО, Черепановский район, с. Новоскресенка, 
ул. Советская, 1а",54.0977132,83.0574303
0,"307369, Курская область, Рыльский район, с. Михайловка, д. 156, 
тел. 8 (47152) 6-59-30,
эл. почта: miha@rdholding.ru",51.6236268,34.453712
0,"РФ, 460014, Оренбургская область, г. Оренбург, ул. Челюскинцев , д. 18",51.7608344,55.1124544
0,"РТ, г. Казань, ул. Курчатова, д. 16, 420089, тел. 88432983074, alchak.rt@gmail.com",55.7595338,49.1730818
0,"РБ, г. Учалы, ул. Мира, д. 35/1",54.3212433,59.3648729
0,"Чеченская республика, Шалинский район, с.Новые Атаги, ул.Горная, 130",43.1359071,45.782613
0,"606519, Городецкий район,
с. Строчково 
тел/факс 8-831-61-4-35-55, 
сот. 8-930-714-44-58",56.6863072,43.519144
0,"Удмуртская Республика, 427501, Ярский район, д.Юдчино",58.2419707,51.9571336
0,"Ульяновская область, Ульяновский район, п.Тимирязевский ул.Прибрежная 1 а",54.4257928,48.1747082
0,"Орловская область, Знаменский район, с. Селихово                                          тел. 89299069895",53.2203711,35.753936
0,"606573, Ковернинский район,
д. Сухоноска, ул. Производственная, д. 15 тел/факс 8-831-57-2-55-17, 
сот 8-909-284-87-87",57.0237309,43.7845301
0,"с.Вадинск, ул.Советская,5",53.7009204,43.0564372
0,"РБ, Чекмагушевский район,
с. Юмашево, ул. Советская, д. 10
т. 8(34796) 2-34-41
spkbazi@mail.ru",54.995987,54.4085227
0,"457421,РФ,Челябинская область, Агаповский  район, п.Янгельский, ул.Школьная, 43",53.1255924,58.9834218
0,"РФ, 461241, Оренбургская область, Новосергиевский район, п. Ясногорский, ул. Шканова, д.17",52.5721899,54.0266173
0,"Ульяновская область, Ульяновский район, с.Русская Беденьга",54.6740269,48.341413
0,"613400, Кировская область, Куменский район, п. Кумены, ул. Кирова, д. 15, 8(83343) 2-25-28,            E-mail: kz-agro@yandex.ru",58.1031574,49.9018911
0,"Россия, 216470, Смоленская область, Починковский район, п. Стодолище, ул. Глинки, д.7, тел.(48149)4-22-41
E-mail: ivanmy@mail.ru",54.1861246,32.66734
0,"632960, НСО, Здвинский район, с.Верх-Урюм, ул.Коммунальная, 9",54.4932576,78.5894923
0,"РБ, Хайбуллинский район,
с. Самарское, ул. Шагита Худайбердина, д. 14",52.0283964,58.1595407
0,"353835, Краснодарский край, Красноармейский район, пос. Заветное, ул. Кирова 29А, (86165)93-4-68, agromir.semena@gmail.com",45.3418416,38.0690363
0,"Ульяновская область, Новоспасский район, с.Репьевка, 8-927-789-44-11",53.1539953,48.1047161
0,"692366 Приморский край, Яковлевский район, с. Яблоновка, ул. Кооперативная, 9         тел:(42371)96-2-35",44.6444701,133.590407
0,"Удмуртская Республика, 427414,Воткинский район, д.Кукуи",57.0006421,53.8061625
0,"РФ, г.Белгород, ул.Н.Чумичова, д.122",50.6133802,36.5944885
0,"Удмуртская Республика, 427320, Вавожский район, Д.Нов.Бия",56.7986229,51.6966863
0,"Ульяновская область, Старомайнский район, с.Дм.Помряскино",54.4371716,48.9256961
0,"Краснодарский край, Павловский район, х. Упорный, ул. Ленина, 
д. 36А, тел.8-861-91-36-1-40 
zao-yubileynoe.@mail.yandex.ru",46.1453219,39.9811679
0,"346492  Ростовская область, Октябрьский район, ст. Красюковская, ул. Советская, 31, 
тел. 8(86360)34535, 
e-mail: zariadona@mail.ru",47.5188015,40.0813641
0,"403912 Новониколаевский район,
 х. Хопёрский, ул. Мира,2",51.0085318,42.7949172
0,"Чувашская Республика, Комсомльский район,
с. Комсомольское, 
ул. Промышленная , д.8",55.2595323,47.5529756
0,"с.Отскочное, Хлевенского района",52.0989432,39.1293288
0,"356015, Ставропольский край, Новоалександровский район,
пос. Радуга, ул. Ленина,9
тел. 8 865-44-5-80-45,
эл. почта : raduga2675@mail.ru",45.5705714,40.9049223
0,"353762, Краснодарский край, Каневской район, ст Новоминская, ул Котовского, 37, (86164)78-2-80, niva@mail.ru",46.30995,38.951294
0,"140616 М.о., Зарайский район, д. Алферьево, 8 496 666 71 41, mereckova@yandex.ru",54.6510739,38.7450909
0,"445560 Самарская область, Приволжский район,
с.Приволжье, ул. Аксакова, д. 50",52.8566447,48.614968
0,"д. Саитово, Тукаевский район, РТ, 423881, тел. 88552479019, pk.irek@mail.ru",55.5833348,52.7027917
0,"РБ, Кушнаренковский район, 
с. Старогумерово, ул. Валиева, д. 10",54.829118,55.307799
0,"141880 М.о., Дмитровский район, с.Рогачево, ул. Московская, стр.58, корп.8",56.4271954,37.1566556
0,"613538, Кировская область, Уржумский район, 
с. Рождественское, ул. Победы, 
д. 49, 8(83363) 3-52-34,
E-mail: kfxstroitel@mail.ru",57.2819258,49.9784131
0,"452263, РБ, Илишевский район,  
с. Рсаево,ул.Школьная,2    8(34762)50132, ural.rsay@rambler.ru",55.3555057,54.357022
0,"346865 Ростовская область, Неклиновский район, с. Носово, ул.Молодежная, 32, 
тел. 8(86347)53355, 
e-mail: semenovod_fh@mail.ru",47.2747965,38.6703418
0,"171600 Тверская область, Кашинский район, д. Путилово",57.3544557,37.5497616
0,"633571, НСО, Маслянинский район, с. Пайвино, ул. Центральная, 2",54.4017191,84.1240383
0,"РБ, Давлекановский район, с. Чуюнчи, ул. Чишминская, д. 28 А                             т. 8(34768) 3-45-42                  kamalova-alfia@mail.ru",54.1030316,55.3661364
0,"Алтайский край, Советский район, с.Сетовка, ул.Советская, 48,                тел. 8 (385 98) 27 4 44    zolotajaniva2012@ja.ru",52.1983171,85.4785308
0,"669517, Иркутская область, Эхирит-Булагатский район, п. Свердлова, ул. Советская 42",52.5881119,104.791809
0,"612450, Кировская область, Сунский район, п.Большевик, переулок Центральный, д.1, 8(83369)3-03-88,
E-mail: bolshevsuna@mail.ru",57.8468594,50.0627266
0,"632140, Новосибирская область, Татарский район, Новомихайловка,             ул. Советская, 27
8 923 105 1544; 8 (383-64) 42-187                 samohvalova-lv@yandex.ru",55.084592,76.1884203
0,"678362,Усть-Алданский улус, с.Дюпся,  ул. Никифорова, 28.тел.89841010285",63.0224011,130.7197688
0,"664007, Иркутская область, Иркутский район, п. Мамоны, ул. Центральная, д. 30",52.3071544,104.1619946
0,"347763  Ростовская область, Целинский, п. Вороново, ул. Гусева, 15, 
тел. 8(86371)94310, 
e-mail: konzavod@celina.donpac.ru",46.4802795,40.9225332
0,"Ульяновская область, Ульяновский район, с.Тетюшское, ул.Калинина, 2",54.3124534,48.011863
0,"353761, Краснодарский край, Ленинградский район, пос.Октябрьский, ул. Мира 12, (86145)45-4-95, planotdel2@mail.ru",46.2228536,39.1588782
0,"347739  Ростовская область, Зерноградский район, п. Сорговый, ул.Шоссейная, 11'б',
 тел. 8(86359)41865, 
e-mail: manichskoe@mail.ru",47.0520004,40.392841
0,"412370, Саратовская область, 
р.п. Самойловка, ул. Спортивная, 2",51.1822939,43.7115167
0,"171296 Тверская область, Конаковский район, д. Кошелево",56.7236814,36.2720471
0,"Чувашская Республика, Цивильский район, пос. Опытный , 
ул. Центральная д.2
 тел/факс : (83545) 6-11-10 
optniish@ cbx.ru",55.850017,47.4912273
0,"162311, РФ, Вологодская область, Верховажский район, д. Сметанино,     ул. Советская, 47,
тел. 8 (817 59) 34-1-23 kxmizin@yandex.ru",60.6363215,41.8355165
0,"РФ, 462835, Оренбургская область, Адамовский район, п. Комсомольский, ул. Гагарина , д. 14",51.5676534,60.6302048
0,"346183  Ростовская область, Верхнедоской район, х.Солонцовский, ул. Солонцовская,125, 
тел.8-9281201577, 
e-mail: aaastashov@mail.ru",49.7851815,41.3211026
0,"446225 Самарская область, Безенчукский район, 
с. Переволоки, ул. Фасадная, д. 2",52.8876906,49.3196884
0,"613387, Кировская область, Пижанский район,с. Сретенское, 
ул. Труда, д. 4,                             8(83355) 6-21-48, 
E-mail : v.lezhnina@yandex.ru",57.342973,48.636883
0,"Красноармейский район, д.Ильино, ул.Лесная,17",55.2789072,61.7797298
0,"403992, Алексеевский район,
 х Большой Бабинский",50.3709921,42.2581706
0,"156510, Костромская область, Костромской район, п. Апраксино, ул. Молодежная, д. 65",57.8427008,40.9841708
0,"445556 Самарская область, Приволжский район, 
п. Садовый, ул. Вишневая, д. 7",52.9069782,48.6062019
0,"Тарбагатайский район, с. Куйтун, ул. 2-я Красноармейская 4",51.524254,107.7686987
0,"665253, Иркутская область, г. Тулун, ул. Гидролизная, 12А",54.5400397,100.6057576
0,"РБ, Татышлинский район, с. Шулганово, ул. Центральная, д. 53",56.1525139,55.4964243
0,"665236,Иркутская область, Тулунский район, д. Аверьяновка, ул. Механизации, д. 8",54.5729141,100.071055
0,"676952, Амурская область, Тамбовский район,                                  с. Новоалександровка,                            ул. Центральная, 2А,                           тел. 8 (41638) 39-1-30,imskoe@mail.ru",50.0018016,128.2781009
0,"Алтайский край,  Локтевский район, с.  Покровка, тел. 8 (385 86) 27 3 40  kolos.ooo@list.ru",51.1842285,81.4488616
0,"353040, Краснодарский край, Белоглинский район, с.Белая Глина, ул. Степная, 11 
kubanagrotreid@list.ru
(86154)-750-19",46.0957472,40.8350589
0,"307070, Курская область, Тимский район, с. Леженьки, ул. Школьная,
д. 13, 
тел. 8 (47153) 3-14-23, 
эл. почта: nikolskoe@rdholding.ru",51.746677,37.0549192
0,"678075, Мегино-Кангаласский улус,  с.Тумул, ул.Октябьская, 24",62.1882095,130.6738109
0,"403183, Волгоградская область Нехаевский р-он, х. Кругловка, 
ул. Ленина,21
(84443) 5-22-66, kol_lenina@bk.ru",50.1209346,41.5810556
0,"692176 Приморский край, Красноармейский район, 
с. Богуславец, ул. Октябрьская, 4        podkuiko.apk@gmail.ru,
тел: 9089682900",45.8956745,134.8560713
0,"352752, Краснодарский край, Брюховецкий район, ст. Брюховецкая, ул Энгельса 175,  (86156)20-3-94,n.gaychenya@dominantsugar.ru",45.828133,38.992233
0,"Удмуртская Республика, 427574, Кезский район, д.Степаненки",58.2312978,53.559595
0,"Ульяновская область, Сурский район, с.Чирково",54.6471078,46.5344551
0,"457018, РФ, Челябинская область, Увельский район, п.Березка ул.Степная д.7 кв.1",54.4399952,61.3385158
0,"607510, Сергачский район, 
с. Богородское, ул. Вязовка  
сот.тел. 8-902-307-38-25",55.5969397,45.5265153
0,"457137, РФ, Челябинская область, Троицкий район, п.Шантарино ул.Центральная, 25",54.1155924,62.2319363
0,"456404, РФ, Челябинская область, Чебаркульский район, п.Тимирязевский ул.Мичурина, 3",54.9310367,60.7613217
0,"403965, Новоаннинский район,
 х. Бочаровский, ул. Центральная, 28",50.3840143,42.6495163
0,"РФ, 462747, Оренбургская область, Светлинский район, п. Озёрный, ул. Кирова, дом 5",51.1040707,60.9036065
0,"РФ, г.Воронеж,ул. Ломоносова, д.114/14",51.726887,39.2037
0,"Удмуртская Республика, 427912, Каракулинский район, с.Каракулино",56.0116417,53.7046285
0,"РБ, Янаульский район, с. Ижболдино, ул. Дорожная, д. 1",56.0389981,55.0778596
0,"Кишертский район,                              с.Меча,ул.Юбилейная, д.22                        т.(34252) 2-14-09                                     E-mail:655571@rambler.ru",57.2679129,57.5020846
0,"Куединский район, с.Ст. Шагирт,                 ул. Школьная, д. 5",56.4537222,55.2014238
0,"РФ, Омская область, Черлакский район, с. Верхнеильинка, 515916@mail.ru",54.54289,74.2833235
0,"446406 Самарская область, Кинельский район, с. Бобровка, 
ул. Восточная , д. 11",53.1548112,50.6496107
0,"613340, Кировская область, Советский район, г.Советск, 
ул. Строителей, д. 10, 
8(83375)2-13-35,
Е-mail: agrotorga@mail",57.5814093,48.9441346
0,"242432, Брянская область,Севский район, с. Голышино,
Soyuzagro@yandex.ru,
тел (48356) 92-1-16",52.3090416,34.5517764
0,"692544 Приморский край, Уссурийский район, с. Пуциловка, ул. Ворожейкина, 1г, puts2007@mail.ru, тел: 9247277010",43.8271439,131.630637
0,"412882, Сартовская область, Лысогорский район, с Невежкино, ул. Подгорная, 19",51.2226563,44.9447556
0,"Россия, 215214 Смоленская область, Новодугинский район, д. Извеково, тел. 8-903-134-54-35,  
8-910-717-47-71
E-mail: Lugowod@rambler.ru",55.5625796,33.9815553
0,"655797, Республика Хакасия, Бейский район, с. Новотроицкое, 
ул. Ленина, д.6.        
тел.: 8(39044)34125  
e-mail: ooobeiskoe@mail.ru",53.1541529,91.0553546
0,"457200, РФ, Челябинская область, Варненский район, с.Варна  ул.Дружбы, 40",53.365692,60.954654
0,"Башмаковский район, с.Никульевка, ул.Ясная,12",53.0625971,42.8362678
0,"347740 Ростовская область, Зерноградский район, г. Зерноград, 
ул. Социалистическая 35, 
тел. 8(86359)33255,
e-mail: ripkk@rambler.ru",46.8490389,40.3028195
0,"346250 Ростовская область, Боковский район, ст. Боковская,
ул. Чкалова 64 в, 
тел. 8(86382)31173, 
e-mail: spk-bok@mail.ru",49.2309643,41.8306288
0,"Удмуртская Республика, 427778, Можгинский район, с.Нынек",56.2235082,51.9558053
0,"641328 Курганская область, Кетовский район, с. Пименовка, переулок Проезжий, 6",55.34435,64.9131438
0,"Краснодарский край, Брюховецкий район, с. Большой Бейсуг,
пер. Школьный 7, 
тел.8-861-56-45-1-19 
xxi-agro@mail.ru",45.7809494,39.2278198
0,"РТ, Буинский район, д.Кайбицы, 
ул. Центральная, д.1, 422418, тел.88437442677, Avangard_buinsk@mail.ru",55.0095254,48.1932838
0,"675005, Амурская область,                           г. Благовещенск,                                ул. Политехническая, 86,                       тел. 8 (4162) 44-65-44, dalgau@tsl.ru,                                    dalgau-amur@rambler.ru",50.2779617,127.5584574
0,"403766, Жирновский район, с. Тарапатино, ул. Садовая, д 32, (84454) 5-46-31, chelkan_invest@mail.ru",50.9470766,44.543193
0,"662824, Красноярский край, Ермаковский район, с.Семенниково, ул. Трактовая, д. 43, тел. 8(391 38) 41-4-98, 41-3-33 E-mail: spkermak@mail.ru",53.1994882,92.2493736
0,"Удмуртская Республика, 427079, Шарканский район, д.Ст.Быги",57.218228,53.7593481
0,"РФ, 462030, Оренбургская область, Октябрьский район, с. Октябрьское, ул. Нефтяников, д.11",52.3550904,55.5187964
0,"Удмуртская Республика, 427274, Селтинский район, с.Узи",57.3583008,52.4358874
0,"357937 Ставропольский край, Степновский район, пос. Верхнестепной,  
ул. Центральная, д. 7.  
тел. 8-865-63- 37-3-75 эл почта vostok1921@rambler.ru_",44.1879421,44.4284902
0,"400074, г.Волгоград,
 ул. Баррикадная, 1 Б",48.6898386,44.496254
0,"141851 Московская область, Дмитровский район, поселок Подосинки, здание конторы ЗАО 'Агрофирма 'Борец'",56.2068313,37.5485549
0,"156512, Костромская область, Костромской район, с. Сущево, 
ул. Советская, д.6",57.92374,40.964336
0,"Алтайский край, г.Рубцовск, Угловский тракт, 67 Д,
  тел.8 (385 57) 40 7 17, sibagrocentr@mail.ru",51.5048021,81.1601354
0,"612210, Кировская область, Тужинский район, с. Ныр,
8(83340) 69-2-45, 
E-mail: CPKkolhozNovyi@yandex.ru",57.4902941,47.9527273
0,"140560 М.о., Озёрский район, п. Центральной усадьбы с-за Озёры, д.23, 8 496 704 31 16,
zao-ozery@mail.ru",54.861295,38.5882077
0,"633551, Новосибирская область, Черепановский район, с.Крутишка, ул.Светлая, д.8",54.185378,83.1501211
0,"242746, Брянская область, Дубровский район, д. Пеклино, 
shakov68@mail.ru,
тел (48332) 94-3-49",53.5504564,33.5205663
